DBCODE,ENTITY,COMPLEX,MEADOW,PLOT_ID,YEAR,SAMPLEDATE,WATCH,OBSERVER,PLOT,FLW_STATUS,PLTSP_CODE,PLTSP_NAME,NO_STALK,NO_FLWS
SA026,2,"Cone",CNT,CNT10,2011,2011-07-22,1,"Andy and Tim",10,FLW,"PHLODIFF","Phlox diffusa",35,14.0
SA026,2,"Cone",CNT,CNT10,2011,2011-07-28,2,"Tiffany",10,FLW,"CALOSUBA","Calochortus subalpinus",9,1.0
SA026,2,"Cone",CNT,CNT10,2011,2011-07-28,2,"Tiffany",10,FLW,"CASTHISP","Castilleja hispida",6,2.0
SA026,2,"Cone",CNT,CNT10,2011,2011-07-28,2,"Tiffany",10,FLW,"LOMAMART","Lomatium martindalei",16,115.0
SA026,2,"Cone",CNT,CNT10,2011,2011-07-28,2,"Tiffany",10,FLW,"PHLODIFF","Phlox diffusa",13,20.0
SA026,2,"Cone",CNT,CNT10,2011,2011-08-05,3,"Andy",10,FLW,"ARENCAPI","Arenaria capillaris",34,1.8
SA026,2,"Cone",CNT,CNT10,2011,2011-08-05,3,"Andy",10,FLW,"CALOSUBA","Calochortus subalpinus",1,1.0
SA026,2,"Cone",CNT,CNT10,2011,2011-08-05,3,"Andy",10,FLW,"CASTHISP","Castilleja hispida",7,4.0
SA026,2,"Cone",CNT,CNT10,2011,2011-08-05,3,"Andy",10,FLW,"ERIOLANA","Eriophyllum lanatum",2,1.0
SA026,2,"Cone",CNT,CNT10,2011,2011-08-05,3,"Andy",10,FLW,"LOMAMART","Lomatium martindalei",4,6.3
SA026,2,"Cone",CNT,CNT10,2011,2011-08-05,3,"Andy",10,FLW,"PHLODIFF","Phlox diffusa",4,1.8
SA026,2,"Cone",CNT,CNT10,2011,2011-08-12,4,"Andy",10,FLW,"ARENCAPI","Arenaria capillaris",23,1.4
SA026,2,"Cone",CNT,CNT10,2011,2011-08-12,4,"Andy",10,FLW,"ASTELEDO","Aster ledophyllus",4,6.0
SA026,2,"Cone",CNT,CNT10,2011,2011-08-12,4,"Andy",10,FLW,"CASTHISP","Castilleja hispida",3,2.3
SA026,2,"Cone",CNT,CNT10,2011,2011-08-12,4,"Andy",10,FLW,"ERIOLANA","Eriophyllum lanatum",19,2.0
SA026,2,"Cone",CNT,CNT10,2011,2011-08-12,4,"Andy",10,FLW,"ORTHIMBR","Orthocarpus imbricatus",7,2.0
SA026,2,"Cone",CNT,CNT10,2011,2011-08-12,4,"Andy",10,FLW,"SILEDOUG","Silene douglasii",14,2.3
SA026,2,"Cone",CNT,CNT10,2011,2011-08-20,5,"Vera",10,NOF,"","",,
SA026,2,"Cone",CNT,CNT10,2011,2011-09-07,6,"Vera",10,NOF,"","",,
SA026,2,"Cone",CNT,CNT10,2012,2012-07-10,1,"Mark",10,FLW,"COLLPARV","Collinsia parviflora",45,2.0
SA026,2,"Cone",CNT,CNT10,2012,2012-07-10,1,"Mark",10,FLW,"DELPNUTT","Delphinium nuttallianum",33,3.0
SA026,2,"Cone",CNT,CNT10,2012,2012-07-10,1,"Mark",10,FLW,"GILICAPI","Gilia capitata",250,2.5
SA026,2,"Cone",CNT,CNT10,2012,2012-07-10,1,"Mark",10,FLW,"LOMAMART","Lomatium martindalei",10,35.0
SA026,2,"Cone",CNT,CNT10,2012,2012-07-10,1,"Mark",10,FLW,"PHLOGRAC","Phlox gracilis",150,1.0
SA026,2,"Cone",CNT,CNT10,2012,2012-07-24,2,"Vera",10,FLW,"DELPNUTT","Delphinium nuttallianum",7,2.4
SA026,2,"Cone",CNT,CNT10,2012,2012-07-24,2,"Vera",10,FLW,"ERIOUMBE","Eriogonum umbellatum",12,73.0
SA026,2,"Cone",CNT,CNT10,2012,2012-07-24,2,"Vera",10,FLW,"GILICAPI","Gilia capitata",10,1.0
SA026,2,"Cone",CNT,CNT10,2012,2012-07-24,2,"Vera",10,FLW,"SEDUSPAT","Sedum spathulifolium",2,20.0
SA026,2,"Cone",CNT,CNT10,2012,2012-08-03,3,"Vera",10,FLW,"ERIGFOLI","Erigeron foliosus",10,1.4
SA026,2,"Cone",CNT,CNT10,2012,2012-08-03,3,"Vera",10,FLW,"ERIOCOMP","Eriogonum compositum",6,73.0
SA026,2,"Cone",CNT,CNT10,2012,2012-08-03,3,"NA",10,FLW,"ERIOUMBE","Eriogonum umbellatum",0,0.0
SA026,2,"Cone",CNT,CNT10,2012,2012-08-03,3,"Vera",10,FLW,"SEDUSPAT","Sedum spathulifolium",2,30.0
SA026,2,"Cone",CNT,CNT10,2012,2012-08-10,4,"Vera",10,FLW,"ERIOCOMP","Eriogonum compositum",4,52.0
SA026,2,"Cone",CNT,CNT10,2012,2012-08-10,4,"Vera",10,FLW,"ERIONUDU","Eriogonum nudum",1,100.0
SA026,2,"Cone",CNT,CNT10,2012,2012-08-16,5,"Andy",10,FLW,"ORTHIMBR","Orthocarpus imbricatus",4,5.0
SA026,2,"Cone",CNT,CNT10,2012,2012-08-16,5,"Andy",10,FLW,"SILEDOUG","Silene douglasii",2,3.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-07-13,1,"Alina",1,FLW,"COLLPARV","Collinsia parviflora",42,6.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-07-13,1,"Alina",1,FLW,"DELPNUTT","Delphinium nuttallianum",2,1.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-07-13,1,"Alina",1,FLW,"PHLOGRAC","Phlox gracilis",19,1.3
SA026,2,"Carpenter",CPB,CPB01,2011,2011-07-13,1,"Alina",1,FLW,"VIOLORBI","Viola orbiculata",1,1.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-07-22,2,"Tiffany",1,FLW,"CASTHISP","Castilleja hispida",15,3.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-07-22,2,"Tiffany",1,FLW,"DELPNUTT","Delphinium nuttallianum",50,3.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-07-22,2,"Tiffany",1,FLW,"LIGUGRAY","Ligusticum grayi",15,47.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-07-22,2,"Tiffany",1,FLW,"LOMAMART","Lomatium martindalei",8,20.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-07-22,2,"Tiffany",1,FLW,"PHLOGRAC","Phlox gracilis",20,1.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-07-22,2,"Tiffany",1,FLW,"VICIAMER","Vicia americana",4,3.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-08-02,3,"Sam",1,FLW,"DELPNUTT","Delphinium nuttallianum",15,1.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-08-02,3,"Sam",1,FLW,"ERIGFOLI","Erigeron foliosus",21,1.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-08-02,3,"Sam",1,FLW,"ERIOUMBE","Eriogonum umbellatum",6,200.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-08-02,3,"Sam",1,FLW,"LIGUGRAY","Ligusticum grayi",21,17.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-08-02,3,"Sam",1,FLW,"ORTHIMBR","Orthocarpus imbricatus",1,1.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-08-02,3,"Sam",1,FLW,"VICIAMER","Vicia americana",7,4.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-08-09,4,"Vera",1,FLW,"ACHIMILL","Achillea millefolium",16,42.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-08-09,4,"Vera",1,FLW,"CIRSCALL","Cirsium callilepis",6,1.2
SA026,2,"Carpenter",CPB,CPB01,2011,2011-08-09,4,"Vera",1,FLW,"ERIGFOLI","Erigeron foliosus",40,2.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-08-09,4,"Vera",1,FLW,"ERIOUMBE","Eriogonum umbellatum",17,240.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-08-09,4,"Vera",1,FLW,"ORTHIMBR","Orthocarpus imbricatus",5,5.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-08-09,4,"Vera",1,FLW,"VICIAMER","Vicia americana",1,2.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-08-18,5,"Vera",1,FLW,"ACHIMILL","Achillea millefolium",15,36.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-08-18,5,"Vera",1,FLW,"CIRSCALL","Cirsium callilepis",2,2.0
SA026,2,"Carpenter",CPB,CPB01,2011,2011-08-18,5,"Vera",1,FLW,"ERIGFOLI","Erigeron foliosus",105,1.1
SA026,2,"Carpenter",CPB,CPB01,2011,2011-08-18,5,"Vera",1,FLW,"ORTHIMBR","Orthocarpus imbricatus",29,9.7
SA026,2,"Carpenter",CPB,CPB01,2011,2011-09-08,6,"Vera",1,FLW,"ACHIMILL","Achillea millefolium",6,46.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-07-07,1,"Vera",1,FLW,"CARESPXX","Carex sp.",2,10.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-07-07,1,"Vera",1,FLW,"DELPNUTT","Delphinium nuttallianum",8,2.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-07-12,2,"Vera",1,FLW,"DELPNUTT","Delphinium nuttallianum",101,5.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-07-12,2,"Vera",1,FLW,"ERYSASPE","Erysimum asperum",1,13.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-07-12,2,"Vera",1,FLW,"LIGUGRAY","Ligusticum grayi",3,46.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-07-12,2,"NA",1,FLW,"PHLOGRAC","Phlox gracilis",0,0.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-07-12,2,"Vera",1,FLW,"POTEGRAC","Potentilla gracilis",2,2.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-07-31,3,"Mark",1,FLW,"ACHIMILL","Achillea millefolium",20,35.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-07-31,3,"Mark",1,FLW,"CIRSCALL","Cirsium callilepis",1,1.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-07-31,3,"Mark",1,FLW,"DELPNUTT","Delphinium nuttallianum",5,4.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-07-31,3,"Mark",1,FLW,"LIGUGRAY","Ligusticum grayi",2,42.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-07-31,3,"Mark",1,FLW,"ORTHIMBR","Orthocarpus imbricatus",26,6.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-07-31,3,"Mark",1,FLW,"PHLOGRAC","Phlox gracilis",4,5.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-07-31,3,"Mark",1,FLW,"POTEGRAC","Potentilla gracilis",5,1.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-07-31,3,"Mark",1,FLW,"RUMEACET","Rumex acetosella",3,20.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-08-08,4,"Vera",1,FLW,"ACHIMILL","Achillea millefolium",1,37.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-08-08,4,"Vera",1,FLW,"CIRSCALL","Cirsium callilepis",1,1.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-08-08,4,"Vera",1,FLW,"ORTHIMBR","Orthocarpus imbricatus",19,16.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-08-08,4,"Vera",1,FLW,"PHACHAST","Phacelia hastata",6,2.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-08-08,4,"Vera",1,FLW,"RUDBOCCI","Rudbeckia occidentalis",8,1.1
SA026,2,"Carpenter",CPB,CPB01,2012,2012-08-08,4,"Vera",1,FLW,"SYMPMOLL","Symphoricarpos mollis",5,8.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-08-15,5,"Vera",1,FLW,"ORTHIMBR","Orthocarpus imbricatus",10,12.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-08-15,5,"Vera",1,FLW,"RUDBOCCI","Rudbeckia occidentalis",11,1.0
SA026,2,"Carpenter",CPB,CPB01,2012,2012-08-15,5,"Vera",1,FLW,"SYMPMOLL","Symphoricarpos mollis",7,14.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-06-29,1,"Fabian",1,FLW,"COLLPARV","Collinsia parviflora",54,1.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-06-29,1,"Fabian",1,FLW,"DELPNUTT","Delphinium nuttallianum",95,1.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-06-29,1,"Fabian",1,FLW,"LEWITRIP","Lewisia triphylla",1,1.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-06-29,1,"Fabian",1,FLW,"LIGUGRAY","Ligusticum grayi",10,3.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-06-29,1,"Fabian",1,FLW,"PHLOGRAC","Phlox gracilis",22,1.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-07-09,2,"Fabian",1,FLW,"DELPNUTT","Delphinium nuttallianum",32,2.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-07-09,2,"Fabian",1,FLW,"LIGUGRAY","Ligusticum grayi",4,125.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-07-09,2,"Fabian",1,FLW,"PHLOGRAC","Phlox gracilis",24,3.5
SA026,2,"Carpenter",CPB,CPB01,2013,2013-07-17,3,"Kyra",1,FLW,"LIGUGRAY","Ligusticum grayi",130,11.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-07-17,3,"Kyra",1,FLW,"ORTHIMBR","Orthocarpus imbricatus",6,1.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-07-17,3,"Kyra",1,FLW,"PHACHAST","Phacelia hastata",7,7.5
SA026,2,"Carpenter",CPB,CPB01,2013,2013-07-23,4,"Scott",1,FLW,"ERIGFOLI","Erigeron foliosus",3,1.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-07-23,4,"Scott",1,FLW,"ORTHIMBR","Orthocarpus imbricatus",23,3.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-07-23,4,"Scott",1,FLW,"PHACHAST","Phacelia hastata",5,4.5
SA026,2,"Carpenter",CPB,CPB01,2013,2013-07-23,4,"Scott",1,FLW,"SYMPMOLL","Symphoricarpos mollis",12,5.5
SA026,2,"Carpenter",CPB,CPB01,2013,2013-07-23,4,"Scott",1,FLW,"VICIAMER","Vicia americana",1,1.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-07-30,5,"x",1,FLW,"ERIGFOLI","Erigeron foliosus",3,1.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-07-30,5,"Scott",1,FLW,"ORTHIMBR","Orthocarpus imbricatus",19,6.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-07-30,5,"Scott",1,FLW,"PHACHAST","Phacelia hastata",4,15.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-07-30,5,"Scott",1,FLW,"SYMPMOLL","Symphoricarpos mollis",28,3.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-08-07,6,"Fabian",1,FLW,"ASTELEDO","Aster ledophyllus",2,3.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-08-07,6,"Fabian",1,FLW,"ERIGFOLI","Erigeron foliosus",3,2.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-08-07,6,"Fabian",1,FLW,"ORTHIMBR","Orthocarpus imbricatus",30,4.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-08-07,6,"x",1,FLW,"SYMPMOLL","Symphoricarpos mollis",5,3.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-08-15,7,"Vera",1,FLW,"ASTELEDO","Aster ledophyllus",2,4.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-08-15,7,"Vera",1,FLW,"ORTHIMBR","Orthocarpus imbricatus",3,5.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-08-15,7,"Vera",1,FLW,"RUDBOCCI","Rudbeckia occidentalis",2,1.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-08-15,7,"Vera",1,FLW,"SOLICANA","Solidago canadensis",7,240.0
SA026,2,"Carpenter",CPB,CPB01,2013,2013-08-15,7,"Vera",1,FLW,"SYMPMOLL","Symphoricarpos mollis",1,3.0
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-04,1,"JL",1,FLW,"ACHIMILL","Achillea millefolium",1,13.0
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-04,1,"JL",1,FLW,"AGOSHETE","Agoseris heterophylla",5,4.0
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-04,1,"JL",1,FLW,"ERIGFOLI","Erigeron foliosus",7,1.0
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-04,1,"JL",1,FLW,"GALIOREG","Galium oreganum",4,5.5
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-04,1,"JL",1,FLW,"MIMUMOSC","Mimulus moschatus",9,1.0
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-04,1,"JL",1,FLW,"VICIAMER","Vicia americana",4,1.5
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-10,2,"IP",1,FLW,"ACHIMILL","Achillea millefolium",3,11.0
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-10,2,"IP",1,FLW,"AGOSHETE","Agoseris heterophylla",5,4.0
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-10,2,"IP",1,FLW,"ERIGFOLI","Erigeron foliosus",55,1.2
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-10,2,"IP",1,FLW,"GALIOREG","Galium oreganum",4,5.0
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-10,2,"IP",1,FLW,"MIMUMOSC","Mimulus moschatus",4,1.0
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-10,2,"AM",1,FLW,"RUDBOCCI","Rudbeckia occidentalis",1,4.0
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-29,3,"IP",1,FLW,"ACHIMILL","Achillea millefolium",4,25.0
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-29,3,"IP",1,FLW,"ERIGFOLI","Erigeron foliosus",40,1.2
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-29,3,"IP",1,FLW,"MIMUMOSC","Mimulus moschatus",1,1.0
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-29,3,"IP",1,FLW,"RUDBOCCI","Rudbeckia occidentalis",60,1.4
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-31,4,"LKB",1,FLW,"ACHIMILL","Achillea millefolium",5,37.0
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-31,4,"LKB",1,FLW,"ERIGFOLI","Erigeron foliosus",29,1.2
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-31,4,"LKB",1,FLW,"ORTHIMBR","Orthocarpus imbricatus",4,10.0
SA026,2,"Carpenter",CPB,CPB01,2014,2014-07-31,4,"LKB",1,FLW,"RUDBOCCI","Rudbeckia occidentalis",70,1.3
SA026,2,"Carpenter",CPB,CPB01,2014,2014-08-07,5,"LKB",1,FLW,"ACHIMILL","Achillea millefolium",5,36.0
SA026,2,"Carpenter",CPB,CPB01,2014,2014-08-07,5,"LKB",1,FLW,"ORTHIMBR","Orthocarpus imbricatus",4,5.8
SA026,2,"Carpenter",CPB,CPB01,2014,2014-08-07,5,"LKB",1,FLW,"RUDBOCCI","Rudbeckia occidentalis",63,1.2
SA026,2,"Carpenter",CPB,CPB01,2015,2015-06-29,1,"KJ",1,FLW,"ACHIMILL","Achillea millefolium",2,8.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-06-29,1,"KJ",1,FLW,"CARESPXX","Carex sp.",4,1.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-06-29,1,"KJ",1,FLW,"CIRSCALL","Cirsium callilepis",5,1.5
SA026,2,"Carpenter",CPB,CPB01,2015,2015-06-29,1,"KJ",1,FLW,"ERIGALFO","Erigeron aliceae & foliosus",61,2.3
SA026,2,"Carpenter",CPB,CPB01,2015,2015-06-29,1,"KJ",1,FLW,"LIGUGRAY","Ligusticum grayi",4,65.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-06-29,1,"KJ",1,FLW,"ORTHIMBR","Orthocarpus imbricatus",2,1.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-06-29,1,"KJ",1,FLW,"PHACHAHE","Phacelia hastata & heterophylla",1,5.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-06-29,1,"KJ",1,FLW,"RUDBOCCI","Rudbeckia occidentalis",27,1.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-06-29,1,"KJ",1,FLW,"RUMEACET","Rumex acetosella",3,4.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-07-06,2,"AY",1,FLW,"ACHIMILL","Achillea millefolium",1,7.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-07-06,2,"AY",1,FLW,"CIRSCALL","Cirsium callilepis",2,1.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-07-06,2,"AY",1,FLW,"ERIGALFO","Erigeron aliceae & foliosus",45,3.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-07-06,2,"AY",1,FLW,"ORTHIMBR","Orthocarpus imbricatus",3,1.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-07-06,2,"AY",1,FLW,"RUDBOCCI","Rudbeckia occidentalis",38,2.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-07-13,3,"AY",1,FLW,"ACHIMILL","Achillea millefolium",2,6.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-07-13,3,"AY",1,FLW,"ERIGALFO","Erigeron aliceae & foliosus",5,3.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-07-13,3,"AY",1,FLW,"ORTHIMBR","Orthocarpus imbricatus",2,1.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-07-13,3,"AY",1,FLW,"RUDBOCCI","Rudbeckia occidentalis",41,2.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-07-13,3,"AY",1,FLW,"STACCHAM","Stachys chamissonis var. cooleyae (= S. cooleyae)",2,1.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-07-16,4,"ET",1,FLW,"CIRSCALL","Cirsium callilepis",1,1.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-07-16,4,"ET",1,FLW,"ERIGALFO","Erigeron aliceae & foliosus",9,2.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-07-16,4,"ET",1,FLW,"ORTHIMBR","Orthocarpus imbricatus",4,1.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-07-16,4,"ET",1,FLW,"RUDBOCCI","Rudbeckia occidentalis",35,1.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-07-20,5,"MC",1,FLW,"ACHIMILL","Achillea millefolium",1,7.0
SA026,2,"Carpenter",CPB,CPB01,2015,2015-07-20,5,"MC",1,FLW,"RUDBOCCI","Rudbeckia occidentalis",24,2.2
SA026,2,"Carpenter",CPB,CPB02,2011,2011-07-13,1,"Tiffany",2,FLW,"COLLPARV","Collinsia parviflora",6,1.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-07-13,1,"Tiffany",2,FLW,"DELPNUTT","Delphinium nuttallianum",2,1.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-07-13,1,"Tiffany",2,FLW,"GAYOHUMI","Gayophytum humile",10,1.5
SA026,2,"Carpenter",CPB,CPB02,2011,2011-07-13,1,"Tiffany",2,FLW,"MONTPARV","Montia parvifolia",10,1.1
SA026,2,"Carpenter",CPB,CPB02,2011,2011-07-13,1,"Tiffany",2,FLW,"PHLOGRAC","Phlox gracilis",19,1.5
SA026,2,"Carpenter",CPB,CPB02,2011,2011-07-13,1,"Tiffany",2,FLW,"VIOLORBI","Viola orbiculata",10,1.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-07-22,2,"Tiffany",2,FLW,"LATHNEVA","Lathyrus nevadensis",1,2.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-07-22,2,"Tiffany",2,FLW,"LIGUGRAY","Ligusticum grayi",10,200.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-07-22,2,"Tiffany",2,FLW,"POTEGRAC","Potentilla gracilis",1,1.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-07-22,2,"Tiffany",2,FLW,"VICIAMER","Vicia americana",3,2.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-08-02,3,"Sam",2,FLW,"GAYOHUMI","Gayophytum humile",8,13.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-08-02,3,"Sam",2,FLW,"LATHNEVA","Lathyrus nevadensis",2,1.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-08-02,3,"Sam",2,FLW,"LIGUGRAY","Ligusticum grayi",10,82.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-08-02,3,"Sam",2,FLW,"ORTHIMBR","Orthocarpus imbricatus",25,1.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-08-02,3,"Sam",2,FLW,"POTEGRAC","Potentilla gracilis",5,2.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-08-09,4,"Tiffany",2,FLW,"ACHIMILL","Achillea millefolium",10,40.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-08-09,4,"Tiffany",2,FLW,"CIRSCALL","Cirsium callilepis",3,2.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-08-09,4,"Tiffany",2,FLW,"ERIGFOLI","Erigeron foliosus",3,2.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-08-09,4,"Tiffany",2,FLW,"LIGUGRAY","Ligusticum grayi",8,100.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-08-09,4,"Tiffany",2,FLW,"ORTHIMBR","Orthocarpus imbricatus",50,4.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-08-09,4,"Tiffany",2,FLW,"POTEGRAC","Potentilla gracilis",1,2.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-08-18,5,"Vera",2,FLW,"ACHIMILL","Achillea millefolium",21,36.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-08-18,5,"Vera",2,FLW,"ANGEARGU","Angelica arguta",2,1.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-08-18,5,"Vera",2,FLW,"CIRSCALL","Cirsium callilepis",1,5.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-08-18,5,"Vera",2,FLW,"ERIGFOLI","Erigeron foliosus",31,1.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-08-18,5,"Vera",2,FLW,"ERIOUMBE","Eriogonum umbellatum",3,230.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-08-18,5,"Vera",2,FLW,"ORTHIMBR","Orthocarpus imbricatus",13,5.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-08-18,5,"Vera",2,FLW,"VICIAMER","Vicia americana",3,1.7
SA026,2,"Carpenter",CPB,CPB02,2011,2011-09-08,6,"Vera",2,FLW,"ACHIMILL","Achillea millefolium",14,38.0
SA026,2,"Carpenter",CPB,CPB02,2011,2011-09-08,6,"Vera",2,FLW,"ASTELEDO","Aster ledophyllus",12,3.1
SA026,2,"Carpenter",CPB,CPB02,2012,2012-07-07,1,"Vera",2,FLW,"CARESPXX","Carex sp.",6,12.0
SA026,2,"Carpenter",CPB,CPB02,2012,2012-07-07,1,"Vera",2,FLW,"DELPNUTT","Delphinium nuttallianum",18,2.4
SA026,2,"Carpenter",CPB,CPB02,2012,2012-07-12,2,"Vera",2,FLW,"CALOSUBA","Calochortus subalpinus",3,1.0
